Name,date,Happiness,Surprise,Fear,Sadness,Disgust,Anger,Happiness_So_Far,Surprise_So_Far,Fear_So_Far,Sadness_So_Far,Disgust_So_Far,Anger_So_Far,Weather
c53_1119190_com.appling.rain,7/29/14,3.5,0.000431034,,,0.000215517,0.000646552,4.006034483,0.107327586,0.066163793,0.101508621,0.163146552,0.561853448,10
c53_1119190_com.appling.rain,7/30/14,4.666666667,,,0.000215378,0.000430756,0.000215378,4.00646134,0.107258238,0.065905664,0.101658411,0.163471893,0.561705794,4
c53_1119190_com.appling.rain,7/31/14,3.222222222,0.000644884,0.000214961,,0.000214961,0.000859845,4.00494411,0.107695615,0.065993121,0.101461737,0.163370593,0.561478934,4
c53_1119190_com.appling.rain,8/1/14,3.8,,,0.000429461,0.000429461,0.000214731,4.004724071,0.107579987,0.065922268,0.101782263,0.163624651,0.561090831,0
c53_1119190_com.appling.rain,8/2/14,3.833333333,0.000214454,0.000214454,,,0.000857817,4.004503538,0.107656015,0.066051898,0.101651297,0.163414111,0.561226678,0
c53_12139_ru.gonorovsky.kv.livewall.snowmood,7/12/14,,,,,,,4.245362563,0.078836425,0.034991568,0.083895447,0.166526138,0.635750422,1
c53_12139_ru.gonorovsky.kv.livewall.snowmood,7/13/14,1,0.000421408,,,,,4.243994943,0.07922461,0.034976823,0.083860093,0.166455963,0.635482512,0
c53_12139_ru.gonorovsky.kv.livewall.snowmood,7/14/14,,,,,,,4.243994943,0.07922461,0.034976823,0.083860093,0.166455963,0.635482512,0
c53_12139_ru.gonorovsky.kv.livewall.snowmood,7/15/14,,,,,,,4.243994943,0.07922461,0.034976823,0.083860093,0.166455963,0.635482512,3
c53_12139_ru.gonorovsky.kv.livewall.snowmood,7/16/14,,,,,,,4.243994943,0.07922461,0.034976823,0.083860093,0.166455963,0.635482512,3
c53_12139_ru.gonorovsky.kv.livewall.snowmood,7/17/14,5,,,,,0.00042123,4.244313395,0.079191238,0.034962089,0.083824768,0.166385847,0.635636057,2
c53_12139_ru.gonorovsky.kv.livewall.snowmood,7/18/14,,,,,,,4.244313395,0.079191238,0.034962089,0.083824768,0.166385847,0.635636057,4
c53_12139_ru.gonorovsky.kv.livewall.snowmood,7/19/14,,,,,,,4.244313395,0.079191238,0.034962089,0.083824768,0.166385847,0.635636057,4
c53_12139_ru.gonorovsky.kv.livewall.snowmood,7/20/14,5,,,,,0.000841751,4.244949495,0.079124579,0.03493266,0.083754209,0.166245791,0.635942761,7
c53_12139_ru.gonorovsky.kv.livewall.snowmood,7/21/14,,,,,,,4.244949495,0.079124579,0.03493266,0.083754209,0.166245791,0.635942761,2
c53_12139_ru.gonorovsky.kv.livewall.snowmood,7/22/14,5,,,,,0.000420698,4.245267143,0.079091292,0.034917964,0.083718973,0.166175852,0.636095919,3
c53_12139_ru.gonorovsky.kv.livewall.snowmood,7/23/14,,,,,,,4.245267143,0.079091292,0.034917964,0.083718973,0.166175852,0.636095919,1
c53_12139_ru.gonorovsky.kv.livewall.snowmood,7/24/14,5,,,,,0.000840689,4.245901639,0.0790248,0.034888609,0.083648592,0.16603615,0.63640185,5
c53_12139_ru.gonorovsky.kv.livewall.snowmood,7/25/14,,,,,,,4.245901639,0.0790248,0.034888609,0.083648592,0.16603615,0.63640185,2
c53_12139_ru.gonorovsky.kv.livewall.snowmood,7/26/14,4,,,,0.000420168,,4.245798319,0.078991597,0.03487395,0.083613445,0.166386555,0.636134454,5
c53_12139_ru.gonorovsky.kv.livewall.snowmood,7/27/14,5,,,,,0.000419992,4.246115078,0.078958421,0.034859303,0.083578328,0.166316674,0.636287274,5
c53_12139_ru.gonorovsky.kv.livewall.snowmood,7/28/14,,,,,,,4.246115078,0.078958421,0.034859303,0.083578328,0.166316674,0.636287274,0
c53_12139_ru.gonorovsky.kv.livewall.snowmood,7/29/14,,,,,,,4.245798319,0.078991597,0.03487395,0.083613445,0.166386555,0.636134454,1
c53_12139_ru.gonorovsky.kv.livewall.snowmood,7/30/14,4,,,,0.000419992,,4.245695086,0.078958421,0.034859303,0.083578328,0.166736665,0.635867283,0
c53_12139_ru.gonorovsky.kv.livewall.snowmood,7/31/14,2.5,0.000419639,,,0.000419639,,4.244229962,0.079311792,0.034830046,0.083508183,0.167016366,0.635333613,3
c53_12139_ru.gonorovsky.kv.livewall.snowmood,8/1/14,,,,,,,4.244229962,0.079311792,0.034830046,0.083508183,0.167016366,0.635333613,1
c53_12139_ru.gonorovsky.kv.livewall.snowmood,8/2/14,2,,0.000419463,,,,4.243288591,0.079278523,0.035234899,0.083473154,0.166946309,0.635067114,2
c53_125950_com.xllusion.livewallpaper.sunrise,7/12/14,,,,,,,4.174014558,0.075539074,0.048757039,0.099436891,0.178684247,0.59758275,1
c53_125950_com.xllusion.livewallpaper.sunrise,7/13/14,4,,,0.000137325,,0.000137325,4.173990662,0.075528701,0.048750343,0.09956056,0.178522384,0.597638012,0
c53_125950_com.xllusion.livewallpaper.sunrise,7/14/14,3.25,0.000137174,0.000274348,0.000137174,0.000274348,0.000274348,4.17297668,0.07558299,0.048971193,0.099588477,0.178600823,0.597256516,1
c53_125950_com.xllusion.livewallpaper.sunrise,7/15/14,5,,,,,0.000274273,4.173203511,0.07556226,0.048957762,0.099561163,0.178551838,0.597366978,0
c53_125950_com.xllusion.livewallpaper.sunrise,7/16/14,3.666666667,,0.00013708,,0.00013708,0.00013708,4.172995202,0.075531186,0.049074709,0.099520219,0.17861549,0.597258396,1
c53_125950_com.xllusion.livewallpaper.sunrise,7/17/14,3.625,0.00013693,0.00013693,0.00027386,,0.00054772,4.172394906,0.075585376,0.04915788,0.099685061,0.178419827,0.597151855,1
c53_125950_com.xllusion.livewallpaper.sunrise,7/18/14,,,,,,0.00013693,4.172531836,0.075585376,0.04915788,0.099685061,0.178282897,0.597288785,2
c53_125950_com.xllusion.livewallpaper.sunrise,7/19/14,4.25,,,0.000136855,0.000136855,0.00027371,4.172574244,0.075543999,0.04913097,0.099767346,0.178322157,0.597235528,0
c53_125950_com.xllusion.livewallpaper.sunrise,7/20/14,2.5,0.00013678,,0.00027356,0.00027356,,4.171659144,0.075639447,0.04910409,0.099986322,0.178498153,0.596771987,0
c53_125950_com.xllusion.livewallpaper.sunrise,7/21/14,4.166666667,0.000136668,,0.000136668,,0.00068334,4.17165505,0.07571409,0.049063824,0.100041,0.178215115,0.59696597,1
c53_125950_com.xllusion.livewallpaper.sunrise,7/22/14,4.666666667,,,0.000136612,,0.000409836,4.171857924,0.07568306,0.049043716,0.100136612,0.178005464,0.597131148,0
c53_125950_com.xllusion.livewallpaper.sunrise,7/23/14,2,0.000273075,,0.000273075,,,4.170671764,0.075914801,0.049016931,0.100354997,0.177908247,0.596805025,0
c53_125950_com.xllusion.livewallpaper.sunrise,7/24/14,3.75,0.000136463,,,0.000136463,0.000272926,4.17044214,0.076009825,0.048990175,0.100300218,0.177947598,0.596752183,1
c53_125950_com.xllusion.livewallpaper.sunrise,7/25/14,5,,,,,0.000272851,4.170668486,0.075989086,0.048976808,0.100272851,0.177899045,0.59686221,1
c53_125950_com.xllusion.livewallpaper.sunrise,7/26/14,3,0.000272665,,,0.000272665,0.000136333,4.169870484,0.076209952,0.048943422,0.100204499,0.178050443,0.596591684,0
c53_125950_com.xllusion.livewallpaper.sunrise,7/27/14,2.6,0.00027248,,0.00013624,0.00027248,,4.16880109,0.076430518,0.048910082,0.10027248,0.178201635,0.596185286,0
c53_125950_com.xllusion.livewallpaper.sunrise,7/28/14,4.75,,,,0.000136166,0.000408497,4.169117647,0.076388889,0.048883442,0.100217865,0.178240741,0.596269063,1
c53_125950_com.xllusion.livewallpaper.sunrise,7/29/14,,,,,0.000136166,,4.168981481,0.076388889,0.048883442,0.100217865,0.178376906,0.596132898,0
c53_125950_com.xllusion.livewallpaper.sunrise,7/30/14,4.5,,,,0.000136129,0.000136129,4.169071604,0.076368091,0.048870133,0.10019058,0.17846447,0.596106725,0
c53_125950_com.xllusion.livewallpaper.sunrise,7/31/14,,,,,,,4.168958475,0.076378489,0.048876787,0.100204221,0.178488768,0.596051736,0
c53_125950_com.xllusion.livewallpaper.sunrise,8/1/14,3,,,0.000136129,,,4.168799347,0.076368091,0.048870133,0.100326708,0.17846447,0.595970596,2
c53_125950_com.xllusion.livewallpaper.sunrise,8/2/14,3.333333333,,0.000136073,0.000136073,,0.000136073,4.168458294,0.076336917,0.048986257,0.100421826,0.178391618,0.595863383,1
c53_1260476_com.submad.waterfall.free,7/12/14,,,,,,,4.09963695,0.099838645,0.057583703,0.087736991,0.15278338,0.602057281,34
c53_1260476_com.submad.waterfall.free,7/13/14,4.033333333,0.000601443,0.000350842,0.000751804,0.000852045,0.0034583,4.099238172,0.099839615,0.057588212,0.087961107,0.15271652,0.601894547,32
c53_1260476_com.submad.waterfall.free,7/14/14,4.252747253,0.000299356,0.000299356,0.000399142,0.000498927,0.003043457,4.099935139,0.099685676,0.057626104,0.087960884,0.152522078,0.602205259,25
c53_1260476_com.submad.waterfall.free,7/15/14,4.252336449,0.000397022,0.000397022,0.000297767,0.000595533,0.003622829,4.100744417,0.09955335,0.057717122,0.087791563,0.152307692,0.602630273,27
c53_1260476_com.submad.waterfall.free,7/16/14,4.018867925,0.000493681,0.000493681,0.000493681,0.000691153,0.003060821,4.100315956,0.099526066,0.057908768,0.087825829,0.152201817,0.60253752,24
c53_1260476_com.submad.waterfall.free,7/17/14,3.8,0.000442456,0.000393294,0.000589941,0.000884912,0.001868148,4.09906101,0.099552628,0.058060076,0.088048768,0.152450715,0.601887813,22
c53_1260476_com.submad.waterfall.free,7/18/14,4.069306931,0.00044027,0.00044027,0.000293513,0.000929459,0.002837296,4.098914001,0.099501027,0.058213482,0.08790725,0.152626945,0.601751296,28
c53_1260476_com.submad.waterfall.free,7/19/14,4.111111111,0.000535514,0.000243416,0.000292099,0.000827613,0.002920987,4.098972786,0.099556984,0.05817633,0.087775668,0.152718952,0.601772066,43
c53_1260476_com.submad.waterfall.free,7/20/14,3.872727273,0.000581086,0.000484238,0.000871628,0.000484238,0.002905428,4.097767663,0.099607767,0.058350685,0.088179749,0.152389715,0.601472084,44
c53_1260476_com.submad.waterfall.free,7/21/14,3.795180723,0.000675219,0.00019292,0.0004823,0.00057876,0.002073888,4.096556381,0.099884248,0.058310022,0.088309058,0.152358445,0.601138227,37
c53_1260476_com.submad.waterfall.free,7/22/14,4.195876289,0.000384043,0.000288032,0.000336038,0.000672075,0.002976333,4.097018866,0.099803178,0.058326533,0.088233882,0.15232106,0.601315347,32
c53_1260476_com.submad.waterfall.free,7/23/14,4.012195122,0.000430354,0.00033472,0.000286903,0.000573806,0.002295223,4.096686272,0.099842203,0.058432554,0.088174819,0.152297614,0.601252809,33
c53_1260476_com.submad.waterfall.free,7/24/14,4.411764706,0.000190649,4.77E-05,0.000285973,0.00042896,0.002287784,4.09770745,0.099709261,0.058290835,0.088175015,0.152232973,0.601591916,34
c53_1260476_com.submad.waterfall.free,7/25/14,4.375,0.000284887,4.75E-05,0.000237406,0.000617255,0.002611462,4.098760743,0.099615403,0.058116899,0.088077489,0.152271972,0.601918238,35
c53_1260476_com.submad.waterfall.free,7/26/14,3.901408451,0.000378573,0.000378573,0.00028393,0.000473216,0.001845542,4.098097672,0.099659284,0.058300208,0.088065493,0.152233579,0.601741435,45
c53_1260476_com.submad.waterfall.free,7/27/14,4.385714286,0.000188661,0.000141496,0.000188661,0.000471654,0.002311103,4.09904726,0.099518913,0.058249222,0.0879634,0.152202622,0.602065843,48
c53_1260476_com.submad.waterfall.free,7/28/14,4.226666667,0.000187996,0.000234996,0.000422992,0.000422992,0.002255957,4.09949711,0.099356112,0.058278893,0.088076327,0.15208911,0.602199558,42
c53_1260476_com.submad.waterfall.free,7/29/14,4.068965517,0.000421842,4.69E-05,0.000140614,0.000421842,0.001687368,4.099414108,0.099507851,0.058167331,0.087977502,0.152097492,0.602249824,34
c53_1260476_com.submad.waterfall.free,7/30/14,4.226190476,0.000280125,0.000140063,0.0003735,0.000747,0.002381064,4.099911294,0.099397731,0.058079275,0.088005976,0.152248004,0.602269013,37
c53_1260476_com.submad.waterfall.free,7/31/14,3.924242424,0.000558529,9.31E-05,0.000139632,0.000511985,0.001768676,4.099371655,0.099650919,0.057993949,0.087875262,0.152292297,0.602187573,27
c53_1260476_com.submad.waterfall.free,8/1/14,4.351351351,0.00032469,,0.000185537,0.000556612,0.002365601,4.10023656,0.099633564,0.057794888,0.087759173,0.152326175,0.602486201,10
c53_1260476_com.submad.waterfall.free,8/2/14,4.233766234,0.000369754,4.62E-05,0.000415973,0.000277316,0.002449621,4.100711777,0.099648734,0.057635422,0.087862821,0.152061379,0.602791644,12
c53_1267944_doglicksscreen.ihs.com,7/12/14,,,,,,,4.125797793,0.09674918,0.050641217,0.090963316,0.153355204,0.608291083,113
c53_1267944_doglicksscreen.ihs.com,7/13/14,4.216666667,0.000297177,0.000237741,0.000237741,0.000416048,0.002377415,4.126121843,0.096701337,0.050698366,0.090876672,0.153224368,0.608499257,95
c53_1267944_doglicksscreen.ihs.com,7/14/14,4.410958904,0.000177536,0.000118357,0.000532607,0.00041425,0.003077287,4.127352349,0.09646112,0.050597704,0.091016688,0.152976684,0.608947804,76
c53_1267944_doglicksscreen.ihs.com,7/15/14,3.915254237,0.000530754,0.000176918,0.000412809,0.000294863,0.002064044,4.126614378,0.096656248,0.050598573,0.091112815,0.152739282,0.608893083,79
c53_1267944_doglicksscreen.ihs.com,7/16/14,4,0.000352692,0.000235128,0.000411474,0.00029391,0.001939807,4.126205032,0.09669645,0.050670115,0.09122972,0.152539384,0.608864331,66
c53_1267944_doglicksscreen.ihs.com,7/17/14,4.044117647,0.000409836,0.00029274,0.000409836,0.000468384,0.002400468,4.12587822,0.096721311,0.050761124,0.091276347,0.152400468,0.608840749,65
c53_1267944_doglicksscreen.ihs.com,7/18/14,4.358490566,0.000291834,,0.000233468,0.000350201,0.002217942,4.126597794,0.096713944,0.050604097,0.091227456,0.152279227,0.609175276,75
c53_1267944_doglicksscreen.ihs.com,7/19/14,4.186440678,0.0001745,0.000349,0.000290833,0.000465333,0.002152164,4.126803164,0.096556538,0.050779432,0.091205212,0.152221964,0.609236854,74
c53_1267944_doglicksscreen.ihs.com,7/20/14,3.983606557,0.000521648,,0.000463687,0.000579609,0.001970672,4.126296876,0.096736799,0.050599896,0.091346433,0.152263374,0.609053498,73
c53_1267944_doglicksscreen.ihs.com,7/21/14,3.93220339,0.000577634,0.00017329,0.000231054,0.00034658,0.002079482,4.125635397,0.09698475,0.050600739,0.091266174,0.152091035,0.609057301,63
c53_1267944_doglicksscreen.ihs.com,7/22/14,3.918032787,0.000460485,0.000115121,0.000633166,0.000345363,0.00195706,4.124906464,0.097104703,0.050538191,0.091578887,0.151902377,0.608875842,80
c53_1267944_doglicksscreen.ihs.com,7/23/14,3.954545455,0.000458742,0.000458742,0.000229371,0.000286714,0.002351052,4.124261712,0.09719594,0.050805665,0.091461666,0.151614198,0.60892253,81
c53_1267944_doglicksscreen.ihs.com,7/24/14,3.666666667,0.000856898,0.000114253,0.000457012,0.000342759,0.001999429,4.122536418,0.097686375,0.050728363,0.091573836,0.151385318,0.608626107,88
c53_1267944_doglicksscreen.ihs.com,7/25/14,4.152542373,0.000341608,0.000284673,0.000227739,0.000170804,0.00233432,4.122637212,0.097699841,0.050842633,0.091493965,0.151047597,0.608915964,87
c53_1267944_doglicksscreen.ihs.com,7/26/14,3.828571429,0.000567086,0.000283543,0.000283543,0.000964047,0.001871385,4.121469888,0.097879097,0.050924351,0.091414313,0.151412045,0.608370194,98
c53_1267944_doglicksscreen.ihs.com,7/27/14,3.85,0.000678196,0.000169549,0.000169549,0.000339098,0.002034588,4.120549339,0.098225387,0.050921216,0.091273878,0.151237708,0.608341811,95
c53_1267944_doglicksscreen.ihs.com,7/28/14,4.011111111,0.000506073,0.000168691,0.000674764,0.001124606,0.002586595,4.119995502,0.098234368,0.050832209,0.09148673,0.151596941,0.607849753,107
c53_1267944_doglicksscreen.ihs.com,7/29/14,4.253731343,0.000224077,0.000168058,0.000336116,0.000728251,0.00229679,4.120497451,0.098089743,0.050809478,0.091479469,0.151756204,0.607865106,110
c53_1267944_doglicksscreen.ihs.com,7/30/14,3.9375,0.000614011,0.000167457,0.000167457,0.000502372,0.002121128,4.119843706,0.098353335,0.050795423,0.091320123,0.151716439,0.60781468,97
c53_1267944_doglicksscreen.ihs.com,7/31/14,4.307692308,0.000166732,0.000277886,0.000500195,0.000500195,0.002890013,4.120658034,0.098093703,0.05085311,0.091424443,0.15155894,0.608069805,149
c53_1267944_doglicksscreen.ihs.com,8/1/14,4.051948052,0.000332042,0.000221361,0.000719424,0.000608744,0.002379635,4.120365246,0.098007748,0.050857775,0.091754289,0.151521859,0.607858329,38
c53_1267944_doglicksscreen.ihs.com,8/2/14,4.215189873,0.000330597,0.000275497,0.000330597,0.000606094,0.002810072,4.120778004,0.097911731,0.050911896,0.091685492,0.1514684,0.608022481,56
c53_128069_com.androidwasabi.livewallpaper.dandelion,7/12/14,,,,,,,4.355323168,0.058429692,0.035016866,0.074640541,0.156626383,0.675286518,15
c53_128069_com.androidwasabi.livewallpaper.dandelion,7/13/14,4,0.000163557,9.71E-05,0.00017889,0.000168668,0.000863783,4.354800129,0.05850724,0.035062433,0.074709559,0.156564495,0.675156273,17
c53_128069_com.androidwasabi.livewallpaper.dandelion,7/14/14,4.185520362,0.000112318,7.66E-05,2.55E-05,0.000188899,0.000724963,4.354609132,0.058553545,0.035099453,0.074650792,0.156576744,0.675119466,23
c53_128069_com.androidwasabi.livewallpaper.dandelion,7/15/14,4.195219124,0.000112175,6.63E-05,9.18E-05,0.000198855,0.000810716,4.354405144,0.058590782,0.035120817,0.074647033,0.15657521,0.675066157,23
c53_128069_com.androidwasabi.livewallpaper.dandelion,7/16/14,4.119402985,0.000117113,9.67E-05,0.000122205,0.000198583,0.000829977,4.354084454,0.058627941,0.035169636,0.074667373,0.156560128,0.674974922,15
c53_128069_com.androidwasabi.livewallpaper.dandelion,7/17/14,4.054474708,0.000132216,6.61E-05,0.000127131,0.000254261,0.000727188,4.353692893,0.058683536,0.035189781,0.07469692,0.15660978,0.674819983,20
c53_128069_com.androidwasabi.livewallpaper.dandelion,7/18/14,4.108225108,0.000116823,8.13E-05,0.000111744,0.000111744,0.000751731,4.353404883,0.058731505,0.03522976,0.074721022,0.156537772,0.674779941,28
c53_128069_com.androidwasabi.livewallpaper.dandelion,7/19/14,4.085409253,0.000121729,8.12E-05,0.000172449,0.000228241,0.000821668,4.353022926,0.058769527,0.035260702,0.074786975,0.156542909,0.674639886,17
c53_128069_com.androidwasabi.livewallpaper.dandelion,7/20/14,4.070336391,0.00018229,9.62E-05,0.000136718,0.000248118,0.00099247,4.352554852,0.058854507,0.035298526,0.07479986,0.156531822,0.674515285,17
c53_128069_com.androidwasabi.livewallpaper.dandelion,7/21/14,4.05015674,0.000202218,8.09E-05,0.000146608,0.000187052,0.000995925,4.352067177,0.058961811,0.035322488,0.074825839,0.156466437,0.674423425,20
c53_128069_com.androidwasabi.livewallpaper.dandelion,7/22/14,4.082191781,0.000146392,8.08E-05,0.000166584,0.000191824,0.000888449,4.351669376,0.059021292,0.03535119,0.074882129,0.156427627,0.674317762,22
c53_128069_com.androidwasabi.livewallpaper.dandelion,7/23/14,4.207692308,9.58E-05,7.06E-05,0.000105869,0.000231904,0.000806622,4.351480656,0.059039716,0.035375432,0.074889846,0.156454491,0.674240515,17
c53_128069_com.androidwasabi.livewallpaper.dandelion,7/24/14,4.100775194,9.06E-05,0.000110767,0.00015608,0.000161115,0.0007804,4.351154993,0.059053651,0.035440247,0.074948645,0.156412374,0.674145084,18
c53_128069_com.androidwasabi.livewallpaper.dandelion,7/25/14,4.280442804,9.55E-05,5.53E-05,0.000115644,0.000201119,0.000894981,4.351058641,0.059068717,0.035447264,0.074962164,0.156400368,0.674121486,10
c53_128069_com.androidwasabi.livewallpaper.dandelion,7/26/14,4.055335968,0.000150648,5.52E-05,0.000105453,0.00022095,0.000738174,4.350682937,0.059144321,0.035457467,0.074972381,0.156422617,0.674003214,10
c53_128069_com.androidwasabi.livewallpaper.dandelion,7/27/14,4.116197183,0.000125361,8.02E-05,0.000155448,0.000205592,0.00085747,4.350349005,0.059185454,0.035487203,0.075021061,0.156405448,0.673900834,28
c53_128069_com.androidwasabi.livewallpaper.dandelion,7/28/14,4.073170732,0.000125232,5.51E-05,5.51E-05,0.000175325,0.000616143,4.350064369,0.059249909,0.035505863,0.074999123,0.156420159,0.673824945,20
c53_128069_com.androidwasabi.livewallpaper.dandelion,7/29/14,4.080508475,8.01E-05,0.000100068,0.000125084,0.000215145,0.000660446,4.349746079,0.059260001,0.035564006,0.075035649,0.156450604,0.673689741,19
